Order ID,Order Date,Year,Month,Quarter,Customer ID,Customer Name,Product ID,Category,Product Name,Quantity,Unit Price,Sales,City,State,District,Payment Method,Order Status,Rating,Shipping Days
ORD-00005168,2024-06-12,2024,6,2,CUST-04206,Customer 336,PROD-0028,Sports,Yoga Mat,2,499.99,999.98,San Antonio,San Antonio,The Pearl,PayPal,Shipped,5,5
ORD-00005169,2024-01-14,2024,1,1,CUST-04175,Customer 1828,PROD-0051,Electronics,Headphones,4,29.99,119.96,San Antonio,San Antonio,Downtown,Debit Card,Delivered,5,4
ORD-00005170,2023-04-21,2023,4,2,CUST-03016,Customer 1483,PROD-0100,Home,Bedding,2,49.99,99.98,Los Angeles,Los Angeles,Hollywood,Credit Card,Delivered,5,1
ORD-00005171,2024-02-28,2024,2,1,CUST-00480,Customer 3656,PROD-0092,Clothing,Shoes,4,49.99,199.96,New York,New York,Queens,Credit Card,Cancelled,5,6
ORD-00005172,2023-07-24,2023,7,3,CUST-00121,Customer 3682,PROD-0065,Toys,Doll,4,29.99,119.96,Los Angeles,Los Angeles,Downtown,Gift Card,Delivered,4,1
ORD-00005173,2023-03-26,2023,3,1,CUST-03127,Customer 3795,PROD-0098,Home,Bedding,5,19.99,99.95,Philadelphia,Philadelphia,University City,PayPal,Delivered,5,5
ORD-00005174,2023-11-02,2023,11,4,CUST-00103,Customer 3810,PROD-0045,Food,Tea,2,199.99,399.98,Houston,Houston,Galleria,Credit Card,Processing,5,7
ORD-00005175,2023-03-18,2023,3,1,CUST-04754,Customer 2190,PROD-0076,Home,Rug,1,149.99,149.99,San Diego,San Diego,Downtown,Amazon Pay,Delivered,5,5
ORD-00005176,2024-03-12,2024,3,1,CUST-00771,Customer 2731,PROD-0031,Electronics,Camera,4,299.99,1199.96,Philadelphia,Philadelphia,University City,Debit Card,Delivered,4,6
ORD-00005177,2023-07-30,2023,7,3,CUST-02986,Customer 867,PROD-0063,Beauty,Makeup,4,299.99,1199.96,New York,New York,Bronx,Gift Card,Delivered,4,1
ORD-00005178,2023-05-28,2023,5,2,CUST-01655,Customer 3523,PROD-0012,Food,Coffee,1,19.99,19.99,San Diego,San Diego,Gaslamp,Credit Card,Delivered,5,3
ORD-00005179,2023-07-30,2023,7,3,CUST-03845,Customer 1270,PROD-0063,Toys,Car,1,99.99,99.99,San Diego,San Diego,La Jolla,Amazon Pay,Shipped,5,6
ORD-00005180,2023-09-01,2023,9,3,CUST-02962,Customer 210,PROD-0092,Toys,Building Blocks,5,499.99,2499.95,New York,New York,Queens,Credit Card,Delivered,5,5
ORD-00005181,2023-07-30,2023,7,3,CUST-00315,Customer 1076,PROD-0031,Beauty,Shampoo,1,49.99,49.99,Chicago,Chicago,Loop,Debit Card,Delivered,5,3
ORD-00005182,2024-06-02,2024,6,2,CUST-04684,Customer 2254,PROD-0061,Beauty,Shampoo,3,79.99,239.97,New York,New York,Bronx,Credit Card,Delivered,5,4
ORD-00005183,2024-04-21,2024,4,2,CUST-01851,Customer 1668,PROD-0019,Toys,Puzzle,4,99.99,399.96,Philadelphia,Philadelphia,University City,Credit Card,Delivered,2,5
ORD-00005184,2023-11-09,2023,11,4,CUST-02204,Customer 3691,PROD-0085,Sports,Dumbbell,2,79.99,159.98,Los Angeles,Los Angeles,Santa Monica,Credit Card,Delivered,4,7
ORD-00005185,2024-02-08,2024,2,1,CUST-04033,Customer 3995,PROD-0099,Clothing,Jacket,4,49.99,199.96,San Diego,San Diego,La Jolla,Credit Card,Delivered,5,7
ORD-00005186,2023-03-03,2023,3,1,CUST-04024,Customer 2675,PROD-0074,Books,Novel,3,499.99,1499.97,Houston,Houston,Galleria,Debit Card,Delivered,5,6
ORD-00005187,2023-12-16,2023,12,4,CUST-03009,Customer 1403,PROD-0009,Toys,Game,5,999.99,4999.95,New York,New York,Manhattan,Gift Card,Delivered,5,2
ORD-00005188,2023-11-18,2023,11,4,CUST-02018,Customer 2883,PROD-0088,Beauty,Perfume,2,999.99,1999.98,Philadelphia,Philadelphia,University City,Amazon Pay,Shipped,5,7
ORD-00005189,2023-03-22,2023,3,1,CUST-01517,Customer 4987,PROD-0067,Home,Lamp,3,49.99,149.97,Los Angeles,Los Angeles,Santa Monica,Gift Card,Returned,3,7
ORD-00005190,2024-06-23,2024,6,2,CUST-00560,Customer 4197,PROD-0023,Sports,Tennis Racket,3,19.99,59.97,San Antonio,San Antonio,Downtown,PayPal,Delivered,5,4
ORD-00005191,2023-07-28,2023,7,3,CUST-00828,Customer 3487,PROD-0002,Electronics,Tablet,4,499.99,1999.96,Chicago,Chicago,Loop,Amazon Pay,Delivered,5,6
ORD-00005192,2024-05-13,2024,5,2,CUST-01787,Customer 4683,PROD-0083,Home,Curtain,5,499.99,2499.95,San Antonio,San Antonio,Alamo Heights,Credit Card,Delivered,5,5
ORD-00005193,2023-09-21,2023,9,3,CUST-02101,Customer 336,PROD-0085,Clothing,Dress,5,49.99,249.95,Phoenix,Phoenix,Tempe,PayPal,Delivered,5,6
ORD-00005194,2023-06-22,2023,6,2,CUST-02050,Customer 4040,PROD-0093,Food,Coffee,5,199.99,999.95,Houston,Houston,Galleria,Debit Card,Delivered,5,3
ORD-00005195,2024-01-24,2024,1,1,CUST-00931,Customer 1567,PROD-0093,Electronics,Tablet,5,149.99,749.95,Philadelphia,Philadelphia,University City,Amazon Pay,Delivered,4,2
ORD-00005196,2023-12-29,2023,12,4,CUST-01146,Customer 991,PROD-0080,Sports,Tennis Racket,3,149.99,449.97,Phoenix,Phoenix,Tempe,Gift Card,Delivered,5,6
ORD-00005197,2023-05-03,2023,5,2,CUST-00715,Customer 4074,PROD-0075,Food,Coffee,1,299.99,299.99,San Diego,San Diego,Gaslamp,Gift Card,Delivered,5,6
ORD-00005198,2023-11-15,2023,11,4,CUST-01066,Customer 2456,PROD-0085,Home,Curtain,4,99.99,399.96,Chicago,Chicago,Wicker Park,Debit Card,Delivered,5,3
ORD-00005199,2023-03-31,2023,3,1,CUST-04483,Customer 409,PROD-0045,Electronics,Smart Watch,5,199.99,999.95,San Diego,San Diego,La Jolla,Amazon Pay,Returned,4,2
ORD-00005200,2023-02-12,2023,2,1,CUST-00983,Customer 2398,PROD-0054,Clothing,Jacket,2,99.99,199.98,Houston,Houston,Midtown,PayPal,Delivered,3,6
ORD-00005201,2024-06-18,2024,6,2,CUST-01223,Customer 2747,PROD-0017,Home,Furniture,2,199.99,399.98,Chicago,Chicago,Lincoln Park,Debit Card,Delivered,5,1
ORD-00005202,2024-05-01,2024,5,2,CUST-01493,Customer 2558,PROD-0029,Sports,Tennis Racket,1,29.99,29.99,San Antonio,San Antonio,The Pearl,PayPal,Delivered,1,3
ORD-00005203,2024-06-09,2024,6,2,CUST-00078,Customer 2548,PROD-0078,Clothing,Shoes,4,19.99,79.96,Philadelphia,Philadelphia,Center City,Amazon Pay,Delivered,5,7
ORD-00005204,2023-01-15,2023,1,1,CUST-04370,Customer 152,PROD-0027,Food,Snacks,2,99.99,199.98,Houston,Houston,Downtown,Amazon Pay,Delivered,5,2
ORD-00005205,2023-05-16,2023,5,2,CUST-03429,Customer 4660,PROD-0013,Beauty,Perfume,1,499.99,499.99,Houston,Houston,Downtown,Amazon Pay,Processing,5,3
ORD-00005206,2024-04-07,2024,4,2,CUST-00089,Customer 264,PROD-0032,Clothing,Jacket,1,999.99,999.99,San Antonio,San Antonio,Downtown,Credit Card,Delivered,4,5
ORD-00005207,2024-01-09,2024,1,1,CUST-00823,Customer 2804,PROD-0082,Beauty,Makeup,2,999.99,1999.98,Chicago,Chicago,Loop,PayPal,Returned,2,1
ORD-00005208,2023-08-27,2023,8,3,CUST-03827,Customer 2147,PROD-0081,Sports,Dumbbell,1,49.99,49.99,Los Angeles,Los Angeles,Downtown,Amazon Pay,Delivered,5,5
ORD-00005209,2023-12-29,2023,12,4,CUST-03715,Customer 1339,PROD-0069,Electronics,Headphones,5,299.99,1499.95,Philadelphia,Philadelphia,Center City,Amazon Pay,Delivered,4,5
ORD-00005210,2023-02-06,2023,2,1,CUST-00724,Customer 3734,PROD-0076,Clothing,Jacket,1,999.99,999.99,San Antonio,San Antonio,Alamo Heights,Debit Card,Delivered,5,7
ORD-00005211,2024-06-04,2024,6,2,CUST-03300,Customer 3365,PROD-0086,Electronics,Smart Watch,4,49.99,199.96,Chicago,Chicago,Wicker Park,Credit Card,Shipped,3,7
ORD-00005212,2023-12-29,2023,12,4,CUST-03587,Customer 3188,PROD-0058,Sports,Yoga Mat,1,29.99,29.99,Phoenix,Phoenix,Scottsdale,Credit Card,Shipped,4,5
ORD-00005213,2023-02-13,2023,2,1,CUST-03112,Customer 3640,PROD-0055,Sports,Yoga Mat,1,299.99,299.99,Chicago,Chicago,Wicker Park,Debit Card,Delivered,4,2
ORD-00005214,2023-06-25,2023,6,2,CUST-03986,Customer 1795,PROD-0073,Books,Cookbook,4,99.99,399.96,Houston,Houston,Downtown,PayPal,Delivered,3,4
ORD-00005215,2023-08-19,2023,8,3,CUST-03134,Customer 987,PROD-0078,Beauty,Shampoo,3,49.99,149.97,Chicago,Chicago,Wicker Park,Amazon Pay,Shipped,4,6
ORD-00005216,2024-03-19,2024,3,1,CUST-03200,Customer 2609,PROD-0048,Toys,Building Blocks,5,79.99,399.95,Philadelphia,Philadelphia,University City,Debit Card,Delivered,5,5
ORD-00005217,2023-04-29,2023,4,2,CUST-04208,Customer 2123,PROD-0022,Sports,Running Shoes,3,29.99,89.97,Chicago,Chicago,Lincoln Park,Debit Card,Delivered,4,7
ORD-00005218,2023-11-06,2023,11,4,CUST-03821,Customer 2431,PROD-0038,Home,Lamp,3,49.99,149.97,Los Angeles,Los Angeles,Hollywood,Gift Card,Delivered,5,2
ORD-00005219,2024-02-28,2024,2,1,CUST-02241,Customer 2299,PROD-0058,Electronics,Speaker,5,49.99,249.95,Los Angeles,Los Angeles,Hollywood,PayPal,Delivered,5,7
ORD-00005220,2023-10-26,2023,10,4,CUST-00218,Customer 1766,PROD-0042,Books,Self-help,1,199.99,199.99,New York,New York,Manhattan,Gift Card,Shipped,4,3
ORD-00005221,2023-04-22,2023,4,2,CUST-02631,Customer 4973,PROD-0002,Books,Biography,4,19.99,79.96,New York,New York,Manhattan,Debit Card,Cancelled,5,7
ORD-00005222,2023-11-02,2023,11,4,CUST-02264,Customer 3210,PROD-0056,Food,Cereal,2,999.99,1999.98,San Diego,San Diego,Downtown,Debit Card,Delivered,4,2
ORD-00005223,2024-02-20,2024,2,1,CUST-03842,Customer 4282,PROD-0045,Books,Novel,4,999.99,3999.96,Los Angeles,Los Angeles,Hollywood,Credit Card,Delivered,4,6
ORD-00005224,2024-06-03,2024,6,2,CUST-03936,Customer 3027,PROD-0031,Beauty,Perfume,3,79.99,239.97,San Antonio,San Antonio,The Pearl,Debit Card,Delivered,5,4
ORD-00005225,2023-06-09,2023,6,2,CUST-02401,Customer 1315,PROD-0002,Beauty,Shampoo,4,19.99,79.96,San Diego,San Diego,La Jolla,Amazon Pay,Delivered,5,6
ORD-00005226,2023-02-09,2023,2,1,CUST-02521,Customer 1398,PROD-0069,Beauty,Skincare,2,999.99,1999.98,San Antonio,San Antonio,Alamo Heights,Gift Card,Cancelled,4,2
ORD-00005227,2024-02-18,2024,2,1,CUST-00602,Customer 3614,PROD-0006,Books,Biography,2,29.99,59.98,Los Angeles,Los Angeles,Hollywood,Credit Card,Processing,4,3
ORD-00005228,2023-06-04,2023,6,2,CUST-01553,Customer 3480,PROD-0083,Sports,Tennis Racket,4,99.99,399.96,Philadelphia,Philadelphia,University City,Credit Card,Delivered,5,5
ORD-00005229,2024-01-22,2024,1,1,CUST-02166,Customer 4329,PROD-0008,Food,Snacks,4,19.99,79.96,San Diego,San Diego,Downtown,Credit Card,Delivered,5,4
ORD-00005230,2023-07-23,2023,7,3,CUST-01710,Customer 4460,PROD-0052,Electronics,Laptop,4,149.99,599.96,San Antonio,San Antonio,Downtown,PayPal,Delivered,5,1
ORD-00005231,2024-06-16,2024,6,2,CUST-03345,Customer 1107,PROD-0058,Electronics,Headphones,2,79.99,159.98,Los Angeles,Los Angeles,Downtown,PayPal,Delivered,1,4
ORD-00005232,2023-11-26,2023,11,4,CUST-00937,Customer 1448,PROD-0039,Beauty,Perfume,5,149.99,749.95,Houston,Houston,Galleria,Credit Card,Delivered,5,5
ORD-00005233,2023-11-22,2023,11,4,CUST-02987,Customer 8,PROD-0034,Beauty,Makeup,1,99.99,99.99,Chicago,Chicago,Loop,Debit Card,Shipped,5,6
ORD-00005234,2024-04-18,2024,4,2,CUST-03228,Customer 3169,PROD-0052,Toys,Game,3,499.99,1499.97,Houston,Houston,Galleria,Debit Card,Delivered,5,2
ORD-00005235,2023-08-19,2023,8,3,CUST-03928,Customer 4183,PROD-0049,Clothing,Dress,3,499.99,1499.97,Philadelphia,Philadelphia,Center City,Amazon Pay,Delivered,5,5
ORD-00005236,2023-04-18,2023,4,2,CUST-01348,Customer 2722,PROD-0001,Electronics,Tablet,3,19.99,59.97,Los Angeles,Los Angeles,Santa Monica,Debit Card,Delivered,5,1
ORD-00005237,2023-10-16,2023,10,4,CUST-02802,Customer 594,PROD-0031,Sports,Yoga Mat,2,19.99,39.98,New York,New York,Queens,Debit Card,Delivered,5,2
ORD-00005238,2023-06-05,2023,6,2,CUST-00288,Customer 3954,PROD-0037,Food,Tea,5,79.99,399.95,Los Angeles,Los Angeles,Santa Monica,Debit Card,Delivered,5,2
ORD-00005239,2023-07-25,2023,7,3,CUST-01570,Customer 1372,PROD-0084,Electronics,Camera,5,99.99,499.95,New York,New York,Manhattan,Gift Card,Delivered,4,2
ORD-00005240,2023-08-17,2023,8,3,CUST-03583,Customer 4760,PROD-0065,Books,Self-help,1,49.99,49.99,Los Angeles,Los Angeles,Downtown,Amazon Pay,Delivered,4,4
ORD-00005241,2023-09-07,2023,9,3,CUST-04233,Customer 2610,PROD-0054,Clothing,Dress,2,199.99,399.98,Houston,Houston,Midtown,Gift Card,Delivered,5,6
ORD-00005242,2024-03-22,2024,3,1,CUST-03240,Customer 2077,PROD-0036,Beauty,Skincare,4,79.99,319.96,Houston,Houston,Midtown,Gift Card,Delivered,5,2
ORD-00005243,2023-02-14,2023,2,1,CUST-03227,Customer 1461,PROD-0068,Home,Bedding,2,19.99,39.98,Chicago,Chicago,Lincoln Park,Amazon Pay,Processing,5,6
ORD-00005244,2024-05-20,2024,5,2,CUST-04682,Customer 2561,PROD-0027,Clothing,Shoes,5,79.99,399.95,Philadelphia,Philadelphia,University City,Debit Card,Delivered,5,3
ORD-00005245,2024-04-02,2024,4,2,CUST-04661,Customer 3086,PROD-0032,Electronics,Phone,1,79.99,79.99,Los Angeles,Los Angeles,Santa Monica,Amazon Pay,Shipped,5,6
ORD-00005246,2024-03-22,2024,3,1,CUST-03439,Customer 3777,PROD-0084,Electronics,Tablet,3,99.99,299.97,Phoenix,Phoenix,Scottsdale,Amazon Pay,Delivered,3,2
ORD-00005247,2024-05-20,2024,5,2,CUST-00612,Customer 3653,PROD-0008,Books,Textbook,2,999.99,1999.98,Philadelphia,Philadelphia,Center City,Amazon Pay,Processing,3,7
ORD-00005248,2023-10-26,2023,10,4,CUST-01258,Customer 3580,PROD-0041,Books,Cookbook,3,99.99,299.97,San Antonio,San Antonio,Alamo Heights,Credit Card,Delivered,5,4
ORD-00005249,2023-07-06,2023,7,3,CUST-00471,Customer 2080,PROD-0025,Electronics,Tablet,1,99.99,99.99,Los Angeles,Los Angeles,Hollywood,PayPal,Delivered,5,3
ORD-00005250,2023-05-10,2023,5,2,CUST-01526,Customer 3151,PROD-0001,Electronics,Laptop,5,79.99,399.95,Phoenix,Phoenix,Scottsdale,Gift Card,Processing,5,3
ORD-00005251,2024-05-14,2024,5,2,CUST-01620,Customer 2301,PROD-0086,Electronics,Headphones,2,999.99,1999.98,Chicago,Chicago,Lincoln Park,PayPal,Shipped,2,1
ORD-00005252,2024-01-01,2024,1,1,CUST-00949,Customer 4295,PROD-0033,Beauty,Makeup,5,499.99,2499.95,Chicago,Chicago,Lincoln Park,Debit Card,Delivered,4,3
ORD-00005253,2023-11-18,2023,11,4,CUST-01279,Customer 2519,PROD-0080,Electronics,Phone,4,49.99,199.96,New York,New York,Queens,Amazon Pay,Delivered,4,7
ORD-00005254,2023-06-09,2023,6,2,CUST-02441,Customer 1457,PROD-0020,Sports,Bike,5,29.99,149.95,Phoenix,Phoenix,Tempe,Credit Card,Processing,5,6
ORD-00005255,2023-07-16,2023,7,3,CUST-00628,Customer 4707,PROD-0064,Electronics,Laptop,3,499.99,1499.97,Chicago,Chicago,Wicker Park,Credit Card,Processing,5,2
ORD-00005256,2024-02-14,2024,2,1,CUST-00890,Customer 2510,PROD-0084,Clothing,Jacket,4,99.99,399.96,San Diego,San Diego,La Jolla,Gift Card,Delivered,4,5
ORD-00005257,2024-01-21,2024,1,1,CUST-05000,Customer 183,PROD-0021,Sports,Yoga Mat,5,79.99,399.95,New York,New York,Brooklyn,Debit Card,Delivered,5,7
ORD-00005258,2023-09-11,2023,9,3,CUST-00715,Customer 4027,PROD-0052,Home,Furniture,1,199.99,199.99,Los Angeles,Los Angeles,Downtown,Gift Card,Processing,4,7
ORD-00005259,2023-08-18,2023,8,3,CUST-03061,Customer 3134,PROD-0055,Clothing,Dress,5,49.99,249.95,New York,New York,Bronx,Credit Card,Shipped,3,1
ORD-00005260,2023-03-14,2023,3,1,CUST-03669,Customer 231,PROD-0046,Beauty,Makeup,3,79.99,239.97,Chicago,Chicago,Loop,Gift Card,Delivered,3,4
ORD-00005261,2023-12-26,2023,12,4,CUST-00104,Customer 4625,PROD-0058,Books,Novel,1,19.99,19.99,San Diego,San Diego,Gaslamp,Debit Card,Delivered,5,5
ORD-00005262,2023-01-28,2023,1,1,CUST-04173,Customer 1015,PROD-0031,Electronics,Headphones,4,199.99,799.96,Philadelphia,Philadelphia,University City,Amazon Pay,Delivered,5,7
ORD-00005263,2023-12-26,2023,12,4,CUST-04927,Customer 1543,PROD-0058,Clothing,Shoes,1,299.99,299.99,Houston,Houston,Downtown,Amazon Pay,Delivered,4,4
ORD-00005264,2023-03-11,2023,3,1,CUST-01149,Customer 1770,PROD-0058,Beauty,Perfume,5,19.99,99.95,Phoenix,Phoenix,Downtown,Gift Card,Delivered,5,5
ORD-00005265,2024-04-05,2024,4,2,CUST-03642,Customer 4734,PROD-0045,Books,Self-help,5,79.99,399.95,Philadelphia,Philadelphia,University City,Debit Card,Delivered,5,2
ORD-00005266,2024-06-13,2024,6,2,CUST-00526,Customer 1717,PROD-0058,Sports,Dumbbell,2,99.99,199.98,Philadelphia,Philadelphia,University City,Gift Card,Delivered,5,4
ORD-00005267,2023-05-09,2023,5,2,CUST-02012,Customer 701,PROD-0089,Beauty,Perfume,5,499.99,2499.95,Philadelphia,Philadelphia,Center City,PayPal,Delivered,5,6
ORD-00005268,2023-09-25,2023,9,3,CUST-01507,Customer 2417,PROD-0051,Toys,Game,3,99.99,299.97,San Antonio,San Antonio,Downtown,Amazon Pay,Shipped,4,7
ORD-00005269,2023-01-13,2023,1,1,CUST-02194,Customer 3697,PROD-0015,Food,Cereal,2,49.99,99.98,San Diego,San Diego,Gaslamp,PayPal,Delivered,5,3
ORD-00005270,2023-02-07,2023,2,1,CUST-00834,Customer 3146,PROD-0016,Books,Novel,4,199.99,799.96,Phoenix,Phoenix,Scottsdale,PayPal,Delivered,4,4
ORD-00005271,2023-07-05,2023,7,3,CUST-04760,Customer 2747,PROD-0007,Toys,Puzzle,2,29.99,59.98,Chicago,Chicago,Wicker Park,Debit Card,Delivered,1,6
ORD-00005272,2023-01-17,2023,1,1,CUST-00468,Customer 3023,PROD-0075,Clothing,Shoes,5,19.99,99.95,Philadelphia,Philadelphia,University City,Amazon Pay,Shipped,5,5
ORD-00005273,2023-01-27,2023,1,1,CUST-03729,Customer 585,PROD-0029,Electronics,Laptop,3,79.99,239.97,Los Angeles,Los Angeles,Hollywood,Credit Card,Delivered,3,1
ORD-00005274,2023-09-22,2023,9,3,CUST-04960,Customer 900,PROD-0065,Sports,Tennis Racket,2,99.99,199.98,Houston,Houston,Downtown,Gift Card,Delivered,5,5
ORD-00005275,2023-07-17,2023,7,3,CUST-04803,Customer 3840,PROD-0023,Beauty,Shampoo,3,29.99,89.97,Chicago,Chicago,Lincoln Park,Debit Card,Delivered,5,6
ORD-00005276,2024-01-09,2024,1,1,CUST-01415,Customer 4650,PROD-0078,Home,Curtain,2,149.99,299.98,Chicago,Chicago,Wicker Park,Credit Card,Cancelled,5,7
ORD-00005277,2023-03-02,2023,3,1,CUST-02479,Customer 4091,PROD-0043,Electronics,Laptop,5,499.99,2499.95,New York,New York,Bronx,Amazon Pay,Delivered,5,7
ORD-00005278,2023-03-06,2023,3,1,CUST-03339,Customer 3831,PROD-0074,Electronics,Headphones,4,99.99,399.96,Los Angeles,Los Angeles,Hollywood,PayPal,Delivered,4,7
ORD-00005279,2023-01-27,2023,1,1,CUST-02955,Customer 340,PROD-0024,Home,Lamp,2,499.99,999.98,Phoenix,Phoenix,Scottsdale,Credit Card,Delivered,2,7
ORD-00005280,2024-03-21,2024,3,1,CUST-04238,Customer 782,PROD-0022,Home,Bedding,1,299.99,299.99,Philadelphia,Philadelphia,University City,Gift Card,Delivered,5,2
ORD-00005281,2023-04-17,2023,4,2,CUST-01487,Customer 324,PROD-0009,Sports,Running Shoes,3,49.99,149.97,Los Angeles,Los Angeles,Downtown,Credit Card,Delivered,4,6
ORD-00005282,2024-06-11,2024,6,2,CUST-04253,Customer 2115,PROD-0002,Toys,Game,2,999.99,1999.98,Houston,Houston,Midtown,PayPal,Delivered,5,1
ORD-00005283,2023-01-02,2023,1,1,CUST-02851,Customer 1360,PROD-0061,Home,Rug,3,79.99,239.97,Chicago,Chicago,Wicker Park,Credit Card,Delivered,5,4
ORD-00005284,2023-09-07,2023,9,3,CUST-02820,Customer 1862,PROD-0005,Clothing,Jacket,5,29.99,149.95,Philadelphia,Philadelphia,University City,Amazon Pay,Shipped,5,5
ORD-00005285,2023-08-04,2023,8,3,CUST-03876,Customer 3137,PROD-0005,Beauty,Perfume,1,29.99,29.99,Los Angeles,Los Angeles,Hollywood,PayPal,Delivered,3,7
ORD-00005286,2023-08-27,2023,8,3,CUST-02177,Customer 4592,PROD-0094,Food,Cereal,2,79.99,159.98,Chicago,Chicago,Lincoln Park,Amazon Pay,Delivered,5,3
ORD-00005287,2023-11-24,2023,11,4,CUST-02383,Customer 2184,PROD-0091,Home,Lamp,2,149.99,299.98,Chicago,Chicago,Loop,Amazon Pay,Delivered,5,1
ORD-00005288,2024-06-04,2024,6,2,CUST-00936,Customer 4163,PROD-0037,Clothing,T-Shirt,5,999.99,4999.95,San Antonio,San Antonio,Alamo Heights,Amazon Pay,Delivered,3,6
ORD-00005289,2023-11-29,2023,11,4,CUST-02333,Customer 418,PROD-0052,Food,Coffee,5,199.99,999.95,Philadelphia,Philadelphia,University City,Amazon Pay,Delivered,2,4
ORD-00005290,2023-04-24,2023,4,2,CUST-04163,Customer 4808,PROD-0020,Food,Tea,1,49.99,49.99,Phoenix,Phoenix,Downtown,PayPal,Delivered,4,6
ORD-00005291,2023-09-05,2023,9,3,CUST-03575,Customer 1121,PROD-0045,Sports,Dumbbell,2,199.99,399.98,Los Angeles,Los Angeles,Hollywood,Debit Card,Delivered,5,1
ORD-00005292,2023-07-26,2023,7,3,CUST-00440,Customer 3527,PROD-0087,Food,Snacks,1,99.99,99.99,Philadelphia,Philadelphia,Center City,Gift Card,Delivered,5,3
ORD-00005293,2024-06-19,2024,6,2,CUST-02872,Customer 4629,PROD-0061,Home,Lamp,2,49.99,99.98,New York,New York,Queens,Amazon Pay,Returned,5,4
ORD-00005294,2023-04-01,2023,4,2,CUST-00934,Customer 1113,PROD-0076,Clothing,T-Shirt,2,499.99,999.98,Phoenix,Phoenix,Tempe,PayPal,Shipped,5,2
ORD-00005295,2023-08-22,2023,8,3,CUST-00604,Customer 3367,PROD-0031,Electronics,Laptop,2,499.99,999.98,Houston,Houston,Midtown,Debit Card,Delivered,5,2
ORD-00005296,2023-09-16,2023,9,3,CUST-03921,Customer 2505,PROD-0066,Toys,Puzzle,5,499.99,2499.95,San Diego,San Diego,Gaslamp,Credit Card,Delivered,4,6
ORD-00005297,2023-07-13,2023,7,3,CUST-01626,Customer 2180,PROD-0014,Sports,Yoga Mat,2,499.99,999.98,Los Angeles,Los Angeles,Santa Monica,PayPal,Delivered,4,5
ORD-00005298,2024-06-17,2024,6,2,CUST-00205,Customer 4005,PROD-0098,Food,Protein Bar,5,199.99,999.95,San Diego,San Diego,Gaslamp,Debit Card,Shipped,5,1
ORD-00005299,2023-07-10,2023,7,3,CUST-03777,Customer 945,PROD-0073,Beauty,Shampoo,1,29.99,29.99,Philadelphia,Philadelphia,Center City,Amazon Pay,Delivered,5,1
ORD-00005300,2023-04-08,2023,4,2,CUST-04763,Customer 3285,PROD-0083,Food,Coffee,4,29.99,119.96,San Diego,San Diego,Gaslamp,PayPal,Delivered,4,2
ORD-00005301,2023-05-17,2023,5,2,CUST-00150,Customer 483,PROD-0003,Toys,Car,4,149.99,599.96,San Antonio,San Antonio,Downtown,Gift Card,Delivered,1,7
ORD-00005302,2023-08-29,2023,8,3,CUST-02613,Customer 1815,PROD-0080,Food,Tea,3,199.99,599.97,Philadelphia,Philadelphia,University City,Debit Card,Processing,5,5
ORD-00005303,2023-03-04,2023,3,1,CUST-02415,Customer 2931,PROD-0055,Food,Snacks,2,19.99,39.98,New York,New York,Manhattan,Debit Card,Shipped,4,4
ORD-00005304,2023-08-06,2023,8,3,CUST-04729,Customer 4335,PROD-0053,Toys,Car,3,499.99,1499.97,San Antonio,San Antonio,The Pearl,Amazon Pay,Delivered,5,7
ORD-00005305,2023-12-21,2023,12,4,CUST-03078,Customer 1562,PROD-0090,Books,Biography,4,29.99,119.96,Phoenix,Phoenix,Scottsdale,Gift Card,Processing,5,6
ORD-00005306,2023-09-21,2023,9,3,CUST-04986,Customer 685,PROD-0002,Books,Self-help,4,149.99,599.96,Philadelphia,Philadelphia,Center City,Amazon Pay,Delivered,5,1
ORD-00005307,2023-11-27,2023,11,4,CUST-04917,Customer 4977,PROD-0029,Home,Curtain,2,999.99,1999.98,San Diego,San Diego,La Jolla,Debit Card,Delivered,3,1
ORD-00005308,2023-06-08,2023,6,2,CUST-00765,Customer 4076,PROD-0088,Food,Snacks,3,29.99,89.97,Los Angeles,Los Angeles,Hollywood,Credit Card,Shipped,5,1
ORD-00005309,2023-10-24,2023,10,4,CUST-02000,Customer 3782,PROD-0060,Sports,Running Shoes,3,149.99,449.97,Philadelphia,Philadelphia,Center City,Credit Card,Shipped,5,5
ORD-00005310,2023-12-31,2023,12,4,CUST-00424,Customer 3986,PROD-0052,Books,Textbook,1,999.99,999.99,San Antonio,San Antonio,The Pearl,Amazon Pay,Delivered,5,3
ORD-00005311,2023-05-27,2023,5,2,CUST-00859,Customer 4534,PROD-0079,Home,Furniture,4,19.99,79.96,San Diego,San Diego,Downtown,Amazon Pay,Delivered,5,6
ORD-00005312,2023-08-03,2023,8,3,CUST-00560,Customer 808,PROD-0083,Sports,Tennis Racket,4,49.99,199.96,Philadelphia,Philadelphia,University City,PayPal,Shipped,5,7
ORD-00005313,2023-04-11,2023,4,2,CUST-02092,Customer 155,PROD-0079,Electronics,Smart Watch,5,49.99,249.95,San Antonio,San Antonio,Downtown,Gift Card,Delivered,5,7
ORD-00005314,2023-10-20,2023,10,4,CUST-01872,Customer 988,PROD-0059,Home,Curtain,3,79.99,239.97,San Antonio,San Antonio,Alamo Heights,Credit Card,Delivered,4,3
